,Unnamed: 0,X,id_X,premz,rtmed,rtmean,int,col_eng,pol,ms2Peaks,ms1Peaks,neutral_mass,SIRIUSCSV
0,1,1,endo_negM153R40ID1,152.995452880859,40.0539309,40.03246545,9387487.605469,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_01.txt,no ms1 peaks in QC,no mass from CAMERA,/Users/mahnoorzulfiqar/OneDriveUNI/GitHub-Repos/MAW/cwl/ms2_spectra_ENDOneg/insilico/SIRIUS/no_isotope/coconut_results_for_negM153R40ID1_structure.csv
1,2,2,endo_negM539R46ID2,539.137329101563,45.7737636,45.957333,1143600.671875,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_02.txt,no ms1 peaks in QC,no mass from CAMERA,/Users/mahnoorzulfiqar/OneDriveUNI/GitHub-Repos/MAW/cwl/ms2_spectra_ENDOneg/insilico/SIRIUS/no_isotope/coconut_results_for_negM539R46ID2_structure.csv
2,3,3,endo_negM125R52ID3,124.991096496582,51.8808447,51.9328158,437969.1132812,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_03.txt,no ms1 peaks in QC,no mass from CAMERA,/Users/mahnoorzulfiqar/OneDriveUNI/GitHub-Repos/MAW/cwl/ms2_spectra_ENDOneg/insilico/SIRIUS/no_isotope/coconut_results_for_negM125R52ID3_formula.csv
3,4,4,endo_negM161R74ID4,161.045288085938,73.512243,73.5656505,3634138.261719,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_04.txt,no ms1 peaks in QC,no mass from CAMERA,
4,5,5,endo_negM145R77ID5,145.050415039063,76.6833,76.3298388,653651.4296875,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_05.txt,no ms1 peaks in QC,no mass from CAMERA,/Users/mahnoorzulfiqar/OneDriveUNI/GitHub-Repos/MAW/cwl/ms2_spectra_ENDOneg/insilico/SIRIUS/no_isotope/coconut_results_for_negM145R77ID5_structure.csv
5,6,6,endo_negM253R172ID6,253.092559814453,172.37145,172.4137335,260301.3291016,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_06.txt,no ms1 peaks in QC,no mass from CAMERA,/Users/mahnoorzulfiqar/OneDriveUNI/GitHub-Repos/MAW/cwl/ms2_spectra_ENDOneg/insilico/SIRIUS/no_isotope/coconut_results_for_negM253R172ID6_structure.csv
6,7,7,endo_negM439R174ID7,439.181213378906,173.935626,173.9676555,2068251.29541,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_07.txt,no ms1 peaks in QC,no mass from CAMERA,/Users/mahnoorzulfiqar/OneDriveUNI/GitHub-Repos/MAW/cwl/ms2_spectra_ENDOneg/insilico/SIRIUS/no_isotope/coconut_results_for_negM439R174ID7_structure.csv
7,8,8,endo_negM213R187ID8,213.076568603516,187.316964,187.88317,213977.5319824,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_08.txt,no ms1 peaks in QC,no mass from CAMERA,
8,9,9,endo_negM458R189ID9,458.215179443359,188.87082,189.436944,66834.0517578125,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_09.txt,no ms1 peaks in QC,no mass from CAMERA,/Users/mahnoorzulfiqar/OneDriveUNI/GitHub-Repos/MAW/cwl/ms2_spectra_ENDOneg/insilico/SIRIUS/no_isotope/coconut_results_for_negM458R189ID9_structure.csv
9,10,10,endo_negM157R195ID10,157.086822509766,195.215034,194.705866,846415.6367188,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_010.txt,no ms1 peaks in QC,no mass from CAMERA,
10,11,11,endo_negM201R200ID11,201.076599121094,200.04087,200.038456,674252.8498535,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_011.txt,no ms1 peaks in QC,no mass from CAMERA,
11,12,12,endo_negM497R206ID12,497.169128417969,206.400828,205.838168,556121.3613281,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_012.txt,no ms1 peaks in QC,no mass from CAMERA,/Users/mahnoorzulfiqar/OneDriveUNI/GitHub-Repos/MAW/cwl/ms2_spectra_ENDOneg/insilico/SIRIUS/no_isotope/coconut_results_for_negM497R206ID12_structure.csv
12,13,13,endo_negM215R210ID13,215.09228515625,209.517549,209.1286455,556554.8093262,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_013.txt,no ms1 peaks in QC,no mass from CAMERA,
13,14,14,endo_negM173R232ID14,173.118026733398,232.105014,232.624422,806559.1738281,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_014.txt,no ms1 peaks in QC,no mass from CAMERA,/Users/mahnoorzulfiqar/OneDriveUNI/GitHub-Repos/MAW/cwl/ms2_spectra_ENDOneg/insilico/SIRIUS/no_isotope/coconut_results_for_negM173R232ID14_structure.csv
14,15,15,endo_negM183R234ID15,183.102310180664,233.637498,234.16541,676194.9296875,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_015.txt,no ms1 peaks in QC,no mass from CAMERA,
15,16,16,endo_negM227R233ID16,227.092254638672,232.784877,232.784877,792613.3216553,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_016.txt,no ms1 peaks in QC,no mass from CAMERA,
16,17,17,endo_negM299R243ID17,299.18603515625,243.334176,242.7064104,228992.5986328,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_017.txt,no ms1 peaks in QC,no mass from CAMERA,
17,18,18,endo_negM197R254ID18,197.11799621582,254.124342,254.661922,524954.6766357,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_018.txt,no ms1 peaks in QC,no mass from CAMERA,
18,19,19,endo_negM167R264ID19,167.107467651367,263.937519,262.576202,777434.0598145,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_019.txt,no ms1 peaks in QC,no mass from CAMERA,
19,20,20,endo_negM295R264ID20,295.154510498047,263.936394,271.3351572,137159.2729492,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_020.txt,no ms1 peaks in QC,no mass from CAMERA,
20,21,21,endo_negM297R275ID21,297.169982910156,275.179182,275.007903428571,171645.088501,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_021.txt,no ms1 peaks in QC,no mass from CAMERA,
21,22,22,endo_negM237R284ID22,237.112899780273,284.21625,284.21625,730153.0610352,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_022.txt,no ms1 peaks in QC,no mass from CAMERA,/Users/mahnoorzulfiqar/OneDriveUNI/GitHub-Repos/MAW/cwl/ms2_spectra_ENDOneg/insilico/SIRIUS/no_isotope/coconut_results_for_negM237R284ID22_structure.csv
22,23,23,endo_negM283R286ID23,283.154724121094,285.783108,285.783108,1268215.805664,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_023.txt,no ms1 peaks in QC,no mass from CAMERA,
23,24,24,endo_negM351R290ID24,351.217041015625,289.773708,289.267752,129772.3546143,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_024.txt,no ms1 peaks in QC,no mass from CAMERA,
24,25,25,endo_negM193R293ID25,193.123046875,293.095563,293.095563,1015978.157715,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_025.txt,no ms1 peaks in QC,no mass from CAMERA,
25,26,26,endo_negM279R301ID26,279.159790039063,301.163118,301.191824,234982.1328125,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_026.txt,no ms1 peaks in QC,no mass from CAMERA,
26,27,27,endo_negM309R311ID27,309.206604003906,310.671099,310.168669,3020649.39624,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_027.txt,no ms1 peaks in QC,no mass from CAMERA,
27,28,28,endo_negM321R302ID28,321.206726074219,302.014359,302.014359,472860.6599121,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_028.txt,no ms1 peaks in QC,no mass from CAMERA,/Users/mahnoorzulfiqar/OneDriveUNI/GitHub-Repos/MAW/cwl/ms2_spectra_ENDOneg/insilico/SIRIUS/no_isotope/coconut_results_for_negM321R302ID28_structure.csv
28,29,29,endo_negM281R315ID29,281.175384521484,314.960964,321.3383175,419162.9243164,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_029.txt,no ms1 peaks in QC,no mass from CAMERA,
29,30,30,endo_negM365R319ID30,365.196044921875,318.944796,318.948891,1146757.025391,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_030.txt,no ms1 peaks in QC,no mass from CAMERA,/Users/mahnoorzulfiqar/OneDriveUNI/GitHub-Repos/MAW/cwl/ms2_spectra_ENDOneg/insilico/SIRIUS/no_isotope/coconut_results_for_negM365R319ID30_structure.csv
30,31,31,endo_negM341R317ID31,341.196380615234,317.307933,317.307933,297096.0778809,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_031.txt,no ms1 peaks in QC,no mass from CAMERA,
31,32,32,endo_negM309R350ID32,309.206634521484,350.280801,350.2890225,5310327.030273,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_032.txt,no ms1 peaks in QC,no mass from CAMERA,
32,33,33,endo_negM263R355ID33,263.164672851563,355.117887,354.6956415,648013.6765137,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_033.txt,no ms1 peaks in QC,no mass from CAMERA,
33,34,34,endo_negM547R333ID34,547.220947265625,332.594949,332.594949,1132607.90332,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_034.txt,no ms1 peaks in QC,no mass from CAMERA,/Users/mahnoorzulfiqar/OneDriveUNI/GitHub-Repos/MAW/cwl/ms2_spectra_ENDOneg/insilico/SIRIUS/no_isotope/coconut_results_for_negM547R333ID34_structure.csv
34,35,35,endo_negM263R343ID35,263.164733886719,342.806682,346.244318,175745.8129883,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_035.txt,no ms1 peaks in QC,no mass from CAMERA,
35,36,36,endo_negM519R334ID36,519.235656738281,333.506874,333.506874,342661.1801758,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_036.txt,no ms1 peaks in QC,no mass from CAMERA,/Users/mahnoorzulfiqar/OneDriveUNI/GitHub-Repos/MAW/cwl/ms2_spectra_ENDOneg/insilico/SIRIUS/no_isotope/coconut_results_for_negM519R334ID36_formula.csv
36,37,37,endo_negM529R335ID37,529.264282226563,335.051496,335.051496,4283916.445313,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_037.txt,no ms1 peaks in QC,no mass from CAMERA,
37,38,38,endo_negM597R338ID38,597.251342773438,338.001594,338.001594,282551.0786133,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_038.txt,no ms1 peaks in QC,no mass from CAMERA,/Users/mahnoorzulfiqar/OneDriveUNI/GitHub-Repos/MAW/cwl/ms2_spectra_ENDOneg/insilico/SIRIUS/no_isotope/coconut_results_for_negM597R338ID38_structure.csv
38,39,39,endo_negM695R340ID39,695.347900390625,339.525588,339.525588,837952.4516602,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_039.txt,no ms1 peaks in QC,no mass from CAMERA,/Users/mahnoorzulfiqar/OneDriveUNI/GitHub-Repos/MAW/cwl/ms2_spectra_ENDOneg/insilico/SIRIUS/no_isotope/coconut_results_for_negM695R340ID39_structure.csv
39,40,40,endo_negM241R434ID40,241.180557250977,434.179233,427.897479,801702.8886719,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_040.txt,no ms1 peaks in QC,no mass from CAMERA,
40,41,41,endo_negM265R378ID41,265.180389404297,378.405903,376.3881135,1095601.615967,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_041.txt,no ms1 peaks in QC,no mass from CAMERA,
41,42,42,endo_negM325R348ID42,325.201385498047,348.427767,348.427767,383697.239502,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_042.txt,no ms1 peaks in QC,no mass from CAMERA,
42,43,43,endo_negM531R353ID43,531.280090332031,352.631862,353.11924,1564993.324463,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_043.txt,no ms1 peaks in QC,no mass from CAMERA,/Users/mahnoorzulfiqar/OneDriveUNI/GitHub-Repos/MAW/cwl/ms2_spectra_ENDOneg/insilico/SIRIUS/no_isotope/coconut_results_for_negM531R353ID43_structure.csv
43,44,44,endo_negM671R352ID44,671.348388671875,352.497492,352.497492,64078.923828125,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_044.txt,no ms1 peaks in QC,no mass from CAMERA,/Users/mahnoorzulfiqar/OneDriveUNI/GitHub-Repos/MAW/cwl/ms2_spectra_ENDOneg/insilico/SIRIUS/no_isotope/coconut_results_for_negM671R352ID44_structure.csv
44,45,45,endo_negM548R357ID45,548.270080566406,357.380079,357.380079,428678.2226562,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_045.txt,no ms1 peaks in QC,no mass from CAMERA,
45,46,46,endo_negM507R357ID46,507.280426025391,357.415578,357.415578,223370.7719727,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_046.txt,no ms1 peaks in QC,no mass from CAMERA,
46,47,47,endo_negM560R365ID47,560.298400878906,365.439018,365.505476,380748.0761719,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_047.txt,no ms1 peaks in QC,no mass from CAMERA,
47,48,48,endo_negM333R367ID48,333.206695556641,367.166388,367.703006,684911.8469238,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_048.txt,no ms1 peaks in QC,no mass from CAMERA,/Users/mahnoorzulfiqar/OneDriveUNI/GitHub-Repos/MAW/cwl/ms2_spectra_ENDOneg/insilico/SIRIUS/no_isotope/coconut_results_for_negM333R367ID48_structure.csv
48,49,49,endo_negM575R374ID49,575.251586914063,373.591215,373.591215,4035283.930664,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_049.txt,no ms1 peaks in QC,no mass from CAMERA,
49,50,50,endo_negM377R378ID50,377.193634033203,378.380424,378.932878,590532.5026855,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_050.txt,no ms1 peaks in QC,no mass from CAMERA,
50,51,51,endo_negM523R378ID51,523.266967773438,377.539926,377.539926,627591.9375,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_051.txt,no ms1 peaks in QC,no mass from CAMERA,/Users/mahnoorzulfiqar/OneDriveUNI/GitHub-Repos/MAW/cwl/ms2_spectra_ENDOneg/insilico/SIRIUS/no_isotope/coconut_results_for_negM523R378ID51_structure.csv
51,52,52,endo_negM551R384ID52,551.252319335938,384.103707,384.103707,216558.5849609,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_052.txt,no ms1 peaks in QC,no mass from CAMERA,
52,53,53,endo_negM586R386ID53,586.313903808594,385.70694,385.70694,928946.8310547,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_053.txt,no ms1 peaks in QC,no mass from CAMERA,/Users/mahnoorzulfiqar/OneDriveUNI/GitHub-Repos/MAW/cwl/ms2_spectra_ENDOneg/insilico/SIRIUS/no_isotope/coconut_results_for_negM586R386ID53_structure.csv
53,54,54,endo_negM606R394ID54,606.363159179688,393.777432,393.777432,218314.0644531,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_054.txt,no ms1 peaks in QC,no mass from CAMERA,/Users/mahnoorzulfiqar/OneDriveUNI/GitHub-Repos/MAW/cwl/ms2_spectra_ENDOneg/insilico/SIRIUS/no_isotope/coconut_results_for_negM606R394ID54_structure.csv
54,55,55,endo_negM337R392ID55,337.199096679688,391.500462,391.500462,547779.3032227,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_055.txt,no ms1 peaks in QC,no mass from CAMERA,
55,56,56,endo_negM369R393ID56,369.136413574219,393.056568,393.056568,49758.3957519531,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_056.txt,no ms1 peaks in QC,no mass from CAMERA,/Users/mahnoorzulfiqar/OneDriveUNI/GitHub-Repos/MAW/cwl/ms2_spectra_ENDOneg/insilico/SIRIUS/no_isotope/coconut_results_for_negM369R393ID56_structure.csv
56,57,57,endo_negM499R395ID57,499.266998291016,394.635546,394.635546,614100.2792969,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_057.txt,no ms1 peaks in QC,no mass from CAMERA,/Users/mahnoorzulfiqar/OneDriveUNI/GitHub-Repos/MAW/cwl/ms2_spectra_ENDOneg/insilico/SIRIUS/no_isotope/coconut_results_for_negM499R395ID57_formula.csv
57,58,58,endo_negM535R405ID58,535.3115234375,405.239982,404.426013,1390679.654541,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_058.txt,no ms1 peaks in QC,no mass from CAMERA,/Users/mahnoorzulfiqar/OneDriveUNI/GitHub-Repos/MAW/cwl/ms2_spectra_ENDOneg/insilico/SIRIUS/no_isotope/coconut_results_for_negM535R405ID58_structure.csv
58,59,59,endo_negM317R403ID59,317.211669921875,403.455921,403.455921,1151634.329834,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_059.txt,no ms1 peaks in QC,no mass from CAMERA,/Users/mahnoorzulfiqar/OneDriveUNI/GitHub-Repos/MAW/cwl/ms2_spectra_ENDOneg/insilico/SIRIUS/no_isotope/coconut_results_for_negM317R403ID59_structure.csv
59,60,60,endo_negM553R413ID60,553.267883300781,412.807806,412.758584,294264.0983887,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_060.txt,no ms1 peaks in QC,no mass from CAMERA,
60,61,61,endo_negM229R419ID61,229.180526733398,419.471124,419.456326,512575.0805664,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_061.txt,no ms1 peaks in QC,no mass from CAMERA,
61,62,62,endo_negM564R420ID62,564.329467773438,420.350364,420.350364,310927.4855957,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_062.txt,no ms1 peaks in QC,no mass from CAMERA,
62,63,63,endo_negM267R397ID63,267.196136474609,397.377951,397.0142055,294595.8918457,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_063.txt,no ms1 peaks in QC,no mass from CAMERA,
63,64,64,endo_negM247R430ID64,247.169815063477,430.120224,430.120224,378182.8095703,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_064.txt,no ms1 peaks in QC,no mass from CAMERA,
64,65,65,endo_negM315R433ID65,315.157257080078,432.558396,432.558396,1169030.625732,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_065.txt,no ms1 peaks in QC,no mass from CAMERA,
65,66,66,endo_negM376R431ID66,376.097503662109,430.887282,430.887282,318063.652832,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_066.txt,no ms1 peaks in QC,no mass from CAMERA,
66,67,67,endo_negM529R433ID67,529.256164550781,432.63489,432.63489,549046.8198242,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_067.txt,no ms1 peaks in QC,no mass from CAMERA,/Users/mahnoorzulfiqar/OneDriveUNI/GitHub-Repos/MAW/cwl/ms2_spectra_ENDOneg/insilico/SIRIUS/no_isotope/coconut_results_for_negM529R433ID67_structure.csv
67,68,68,endo_negM669R440ID68,669.1826171875,439.816968,439.816968,517110.515625,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_068.txt,no ms1 peaks in QC,no mass from CAMERA,/Users/mahnoorzulfiqar/OneDriveUNI/GitHub-Repos/MAW/cwl/ms2_spectra_ENDOneg/insilico/SIRIUS/no_isotope/coconut_results_for_negM669R440ID68_structure.csv
68,69,69,endo_negM727R441ID69,727.187561035156,441.386454,441.386454,398041.8156738,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_069.txt,no ms1 peaks in QC,no mass from CAMERA,/Users/mahnoorzulfiqar/OneDriveUNI/GitHub-Repos/MAW/cwl/ms2_spectra_ENDOneg/insilico/SIRIUS/no_isotope/coconut_results_for_negM727R441ID69_structure.csv
69,70,70,endo_negM481R456ID70,481.256225585938,456.49632,454.2263964,1404972.71582,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_070.txt,no ms1 peaks in QC,no mass from CAMERA,/Users/mahnoorzulfiqar/OneDriveUNI/GitHub-Repos/MAW/cwl/ms2_spectra_ENDOneg/insilico/SIRIUS/no_isotope/coconut_results_for_negM481R456ID70_structure.csv
70,71,71,endo_negM311R449ID71,311.182983398438,449.405022,449.405022,992924.9001465,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_071.txt,no ms1 peaks in QC,no mass from CAMERA,/Users/mahnoorzulfiqar/OneDriveUNI/GitHub-Repos/MAW/cwl/ms2_spectra_ENDOneg/insilico/SIRIUS/no_isotope/coconut_results_for_negM311R449ID71_structure.csv
71,72,72,endo_negM537R453ID72,537.326965332031,452.594811,452.594811,449448.921875,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_072.txt,no ms1 peaks in QC,no mass from CAMERA,
72,73,73,endo_negM249R454ID73,249.185440063477,454.154112,454.154112,1297062.999512,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_073.txt,no ms1 peaks in QC,no mass from CAMERA,
73,74,74,endo_negM273R460ID74,273.185485839844,459.67296,457.668596,553376.3417969,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_074.txt,no ms1 peaks in QC,no mass from CAMERA,/Users/mahnoorzulfiqar/OneDriveUNI/GitHub-Repos/MAW/cwl/ms2_spectra_ENDOneg/insilico/SIRIUS/no_isotope/coconut_results_for_negM273R460ID74_structure.csv
74,75,75,endo_negM349R455ID75,349.110473632813,455.015604,455.015604,256963.828125,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_075.txt,no ms1 peaks in QC,no mass from CAMERA,/Users/mahnoorzulfiqar/OneDriveUNI/GitHub-Repos/MAW/cwl/ms2_spectra_ENDOneg/insilico/SIRIUS/no_isotope/coconut_results_for_negM349R455ID75_structure.csv
75,76,76,endo_negM287R468ID76,287.201232910156,467.564262,468.067172,544737.8161621,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_076.txt,no ms1 peaks in QC,no mass from CAMERA,
76,77,77,endo_negM275R469ID77,275.201202392578,469.100373,469.100373,7265497.578613,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_077.txt,no ms1 peaks in QC,no mass from CAMERA,
77,78,78,endo_negM343R472ID78,343.188232421875,472.152477,472.152477,895153.2841797,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_078.txt,no ms1 peaks in QC,no mass from CAMERA,/Users/mahnoorzulfiqar/OneDriveUNI/GitHub-Repos/MAW/cwl/ms2_spectra_ENDOneg/insilico/SIRIUS/no_isotope/coconut_results_for_negM343R472ID78_structure.csv
78,79,79,endo_negM555R479ID79,555.282836914063,479.051046,479.051046,291148.8007812,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_079.txt,no ms1 peaks in QC,no mass from CAMERA,/Users/mahnoorzulfiqar/OneDriveUNI/GitHub-Repos/MAW/cwl/ms2_spectra_ENDOneg/insilico/SIRIUS/no_isotope/coconut_results_for_negM555R479ID79_structure.csv
79,80,80,endo_negM257R481ID80,257.211791992188,481.293906,481.293906,987299.7641602,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_080.txt,no ms1 peaks in QC,no mass from CAMERA,/Users/mahnoorzulfiqar/OneDriveUNI/GitHub-Repos/MAW/cwl/ms2_spectra_ENDOneg/insilico/SIRIUS/no_isotope/coconut_results_for_negM257R481ID80_formula.csv
80,81,81,endo_negM269R480ID81,269.211761474609,479.806296,450.697878,203924.8745117,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_081.txt,no ms1 peaks in QC,no mass from CAMERA,/Users/mahnoorzulfiqar/OneDriveUNI/GitHub-Repos/MAW/cwl/ms2_spectra_ENDOneg/insilico/SIRIUS/no_isotope/coconut_results_for_negM269R480ID81_formula.csv
81,82,82,endo_negM625R487ID82,625.422241210938,486.607056,486.607056,34771.1733398438,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_082.txt,no ms1 peaks in QC,no mass from CAMERA,/Users/mahnoorzulfiqar/OneDriveUNI/GitHub-Repos/MAW/cwl/ms2_spectra_ENDOneg/insilico/SIRIUS/no_isotope/coconut_results_for_negM625R487ID82_structure.csv
82,83,83,endo_negM269R487ID83,269.211791992188,487.401246,479.6197884,1290373.907715,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_083.txt,no ms1 peaks in QC,no mass from CAMERA,
83,84,84,endo_negM301R489ID84,301.216674804688,488.869104,488.869104,40543835.65039,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_084.txt,no ms1 peaks in QC,no mass from CAMERA,
84,85,85,endo_negM289R495ID85,289.216827392578,494.959443,494.959443,470791.637207,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_085.txt,no ms1 peaks in QC,no mass from CAMERA,
85,86,86,endo_negM315R503ID86,315.232574462891,502.596894,502.591298,537631.4785156,30,neg,ms2_spectra_ENDOneg/insilico/peakfiles_ms2/Peaks_086.txt,no ms1 peaks in QC,no mass from CAMERA,
